## RECSRecommendations Upload File,,,,,,,,,,,,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,,,,,,,,,,,,
## RECS,,,,,,,,,,,,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,,,,,,,,,,,,
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.modelSpecCode,entity.grade,entity.fullColour,entity.filteringColour,entity.fuelType,entity.transmission,entity.driveTrain,entity.interiorColor,entity.exteriorColor,entity.versionCode,entity.versionDescription,entity.dealerId,entity.dealerName,entity.eimCode,entity.filterCollectionValue
SJNFAAZE1U0193268,LEAF,,,,31365,,1,,29535,N-Connecta,Z11G,Pearl Black,Electric,Automatic,2WD,,,E5B569FW41,Battery 39kWh AT 2WD N-Connecta,51607,Hendy,FSDARE9ZE16EDB--J-,Mayank
SJNFAAZE1U0191054,LEAF,,,,31365,,1,,29535,N-Connecta,Z11G,Pearl Black,Electric,Automatic,2WD,,,E5B569FW41,Battery 39kWh AT 2WD N-Connecta,51832,Park's,FSDARE9ZE16EDB--J-,Mayank
SJNFAAZE1U0191092,LEAF,,,,31365,,1,,29535,N-Connecta,Z11G,Pearl Black,Electric,Automatic,2WD,,,E5B569FW41,Battery 39kWh AT 2WD N-Connecta,51802,Western,FSDARE9ZE16EDB--J-,Mayank
SJNFAAZE1U0193263,LEAF,,,,31365,,1,,29535,N-Connecta,Z11G,Pearl Black,Electric,Automatic,2WD,,,E5B569FW41,Battery 39kWh AT 2WD N-Connecta,51784,Retail Group Liverpool,FSDARE9ZE16EDB--J-,Mayank
SJNFAAZE1U0189928,LEAF,,,,33885,,1,,29535,Tekna,XFVG,Two-tone: Magnetic Blue with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51946,Ancaster Heathrow,FSDARG9ZE16ED-LCM-,Mayank
SJNFAAZE1U0193071,LEAF,,,,32570,,1,,29535,Tekna,KADG,Gun Metallic,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51060,Polesworth Garage Limited,FSDARG9ZE16ED-LKM-,Mayank
SJNFAAZE1U0194310,LEAF,,,,32570,,1,,29535,Tekna,KADG,Gun Metallic,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51962,West Way Stourbridge,FSDARG9ZE16ED-LKM-,Mayank
SJNFAAZE1U0184069,LEAF,,,,32740,,1,,29535,Tekna,QABG,Storm White,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51513,Pat Kirk Ltd,FSDARG9ZE16ED-LKM-,Mayank
SJNFAAZE1U0202739,LEAF,,,,32740,,1,,29535,Tekna,QABG,Storm White,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51458,Park's (East Kilbride),FSDARG9ZE16ED-LKM-,Mayank
SJNFAAZE1U0204851,LEAF,,,,32740,,1,,29535,Tekna,RCJG,Blue Pearl,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51957,West Way Coventry,FSDARG9ZE16ED-LKM-,Mayank
SJNFAAZE1U0202684,LEAF,,,,32740,,1,,29535,Tekna,RCJG,Blue Pearl,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51551,Chorley Nissan (Preston),FSDARG9ZE16ED-LKM-,Mayank
SJNFAAZE1U0190109,LEAF,,,,32920,,1,,29535,Tekna,XDRG,Two-tone: Blade Silver with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51889,Macklin Motors Glasgow Central,FSDARG9ZE16ED-LKM-,Mayank
SJNFAAZE1U0197742,LEAF,,,,32920,,1,,29535,Tekna,XDSG,Two-tone: Magnetic Red with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51805,Hurst Nissan,FSDARG9ZE16ED-LKM-,Mayank
SJNFAAZE1U0196360,LEAF,,,,33090,,1,,29535,Tekna,XFVG,Two-tone: Magnetic Blue with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51513,Pat Kirk Ltd,FSDARG9ZE16ED-LKM-,Mayank
SJNFAAZE1U0195864,LEAF,,,,33090,,1,,29535,Tekna,XFVG,Two-tone: Magnetic Blue with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51849,Bristol Street Motors Bradford,FSDARG9ZE16ED-LKM-,Mayank
SJNFAAZE1U0194380,LEAF,,,,32570,,1,,29535,Tekna,Z11G,Pearl Black,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51383,Toomey Nissan Ltd,FSDARG9ZE16ED-LKM-,Mayank
SJNFAAZE1U0195636,LEAF,,,,33285,,1,,29535,Tekna,XFVG,Two-tone: Magnetic Blue with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51632,Fish Brothers Nissan,FSDARG9ZE16ED-LKMA,Mayank
SJNFAAZE1U0205020,LEAF,,,,33885,,1,,29535,Tekna,XDFG,Two-tone: Storm White body with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51829,Yeomans,FSDARG9ZE16ED-LLM-,Mayank
SJNFAAZE1U0191732,LEAF,,,,34180,,1,,29535,Tekna,XDFG,Two-tone: Storm White body with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51784,Retail Group Liverpool,FSDARG9ZE16ED-LCJ-,Mayank
SJNFAAZE1U0194280,LEAF,,,,34600,,1,,29535,Tekna,XDSG,Two-tone: Magnetic Red with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51644,Holdcroft Nissan Crewe,FSDARG9ZE16ED-LCJA,Mayank
SJNFAAZE1U0192984,LEAF,,,,32865,,1,,29535,Tekna,KADG,Gun Metallic,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51970,W.R.Davies,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0193592,LEAF,,,,32865,,1,,29535,Tekna,KADG,Gun Metallic,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51837,Bassetts,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0189269,LEAF,,,,32865,,1,,29535,Tekna,KADG,Gun Metallic,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51615,Toomey Nissan (Southend),FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0201828,LEAF,,,,32865,,1,,29535,Tekna,KADG,Gun Metallic,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51852,Sandicliffe,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0204550,LEAF,,,,32865,,1,,29535,Tekna,KADG,Gun Metallic,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51051,Lookers Newcastle,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0198372,LEAF,,,,32865,,1,,29535,Tekna,KADG,Gun Metallic,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51937,Cars2 Huddersfield,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0199281,LEAF,,,,32865,,1,,29535,Tekna,KADG,Gun Metallic,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51947,Cars2 Wakefield,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0204571,LEAF,,,,32865,,1,,29535,Tekna,KADG,Gun Metallic,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51136,Canterbury Motors,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0192943,LEAF,,,,33035,,1,,29535,Tekna,QABG,Storm White,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51960,West Way Rochdale,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0201831,LEAF,,,,33035,,1,,29535,Tekna,QABG,Storm White,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51852,Sandicliffe,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0192939,LEAF,,,,33035,,1,,29535,Tekna,QABG,Storm White,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51855,RRG Bury,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0193491,LEAF,,,,33035,,1,,29535,Tekna,QABG,Storm White,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51784,Retail Group Liverpool,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0193669,LEAF,,,,33035,,1,,29535,Tekna,QABG,Storm White,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51715,W R Davies,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0193923,LEAF,,,,33035,,1,,29535,Tekna,QABG,Storm White,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51845,Specialist Cars,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0204267,LEAF,,,,33035,,1,,29535,Tekna,QABG,Storm White,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51044,Bristol Street Motors Widnes,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0205047,LEAF,,,,33035,,1,,29535,Tekna,QABG,Storm White,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51735,Chorley Nissan (Blackpool),FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0205939,LEAF,,,,33035,,1,,29535,Tekna,QABG,Storm White,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51673,Shelbourne Motors (Nissan),FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0206032,LEAF,,,,33035,,1,,29535,Tekna,QABG,Storm White,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51673,Shelbourne Motors (Nissan),FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0187686,LEAF,,,,33035,,1,,29535,Tekna,RCJG,Blue Pearl,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51921,EMG Motor Group,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0193155,LEAF,,,,33035,,1,,29535,Tekna,RCJG,Blue Pearl,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51607,Hendy,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0193605,LEAF,,,,33035,,1,,29535,Tekna,RCJG,Blue Pearl,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51023,J S Holmes Ltd,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0198904,LEAF,,,,33035,,1,,29535,Tekna,RCJG,Blue Pearl,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51461,Dumpton Park Nissan,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0199334,LEAF,,,,33035,,1,,29535,Tekna,RCJG,Blue Pearl,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51749,Marshall Tunbridge Wells,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0204309,LEAF,,,,33035,,1,,29535,Tekna,RCJG,Blue Pearl,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51956,West Way Birmingham,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0204429,LEAF,,,,33035,,1,,29535,Tekna,RCJG,Blue Pearl,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51958,West Way Manchester,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0189065,LEAF,,,,33385,,1,,29535,Tekna,XDFG,Two-tone: Storm White body with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51425,Ancaster,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0193925,LEAF,,,,33385,,1,,29535,Tekna,XDFG,Two-tone: Storm White body with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51906,Ancaster Shepperton,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0194067,LEAF,,,,33385,,1,,29535,Tekna,XDFG,Two-tone: Storm White body with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51096,Wilsons Autos & Coachworks Ltd,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0188217,LEAF,,,,33215,,1,,29535,Tekna,XDRG,Two-tone: Blade Silver with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51890,Western (Stirling),FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0188610,LEAF,,,,33215,,1,,29535,Tekna,XDRG,Two-tone: Blade Silver with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51315,Ancaster,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0189994,LEAF,,,,33215,,1,,29535,Tekna,XDRG,Two-tone: Blade Silver with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51113,D S Dalgleish & Son,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0193158,LEAF,,,,33215,,1,,29535,Tekna,XDRG,Two-tone: Blade Silver with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51968,Hendy Crawley,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0193513,LEAF,,,,33215,,1,,29535,Tekna,XDRG,Two-tone: Blade Silver with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51893,Trenton (Grimsby),FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0189664,LEAF,,,,33215,,1,,29535,Tekna,XDSG,Two-tone: Magnetic Red with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51425,Ancaster,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0193867,LEAF,,,,33215,,1,,29535,Tekna,XDSG,Two-tone: Magnetic Red with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51895,Ancaster Slough,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0193971,LEAF,,,,33215,,1,,29535,Tekna,XDSG,Two-tone: Magnetic Red with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51849,Bristol Street Motors Bradford,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0198725,LEAF,,,,33385,,1,,29535,Tekna,XFUG,Two-tone: Ceramic Grey with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51793,S.G. Petch,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0198757,LEAF,,,,33385,,1,,29535,Tekna,XFUG,Two-tone: Ceramic Grey with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51949,Park's Arbroath,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0195854,LEAF,,,,33385,,1,,29535,Tekna,XFUG,Two-tone: Ceramic Grey with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51769,Dorchester Nissan,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0199265,LEAF,,,,33385,,1,,29535,Tekna,XFUG,Two-tone: Ceramic Grey with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51095,West End Motors (Bodmin) Ltd,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0205059,LEAF,,,,33385,,1,,29535,Tekna,XFUG,Two-tone: Ceramic Grey with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51925,Marshall Ashford,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0202793,LEAF,,,,33385,,1,,29535,Tekna,XFUG,Two-tone: Ceramic Grey with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51829,Yeomans,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0205237,LEAF,,,,33385,,1,,29535,Tekna,XFUG,Two-tone: Ceramic Grey with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51486,Glyn Hopkin Ltd,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0187722,LEAF,,,,33385,,1,,29535,Tekna,XFVG,Two-tone: Magnetic Blue with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51911,W R Davies,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0188222,LEAF,,,,33385,,1,,29535,Tekna,XFVG,Two-tone: Magnetic Blue with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51896,Western Halbeath,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0188629,LEAF,,,,33385,,1,,29535,Tekna,XFVG,Two-tone: Magnetic Blue with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51856,Ancaster Eltham,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0193078,LEAF,,,,33385,,1,,29535,Tekna,XFVG,Two-tone: Magnetic Blue with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51674,Park's,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0198850,LEAF,,,,33385,,1,,29535,Tekna,XFVG,Two-tone: Magnetic Blue with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51421,Hurst Nissan Ctr(Newtownabbey),FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0199142,LEAF,,,,33385,,1,,29535,Tekna,XFVG,Two-tone: Magnetic Blue with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51948,Wessex Garages (Newport),FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0194546,LEAF,,,,32865,,1,,29535,Tekna,Z11G,Pearl Black,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51792,Aylesbury Nissan,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0192136,LEAF,,,,32865,,1,,29535,Tekna,Z11G,Pearl Black,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51383,Toomey Nissan Ltd,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0193002,LEAF,,,,32865,,1,,29535,Tekna,Z11G,Pearl Black,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51070,J & J Motors Ltd,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0193186,LEAF,,,,32865,,1,,29535,Tekna,Z11G,Pearl Black,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51044,Bristol Street Motors Widnes,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0193628,LEAF,,,,32865,,1,,29535,Tekna,Z11G,Pearl Black,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51863,Greenhous Shrewsbury,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0193684,LEAF,,,,32865,,1,,29535,Tekna,Z11G,Pearl Black,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51674,Park's,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0202835,LEAF,,,,32865,,1,,29535,Tekna,Z11G,Pearl Black,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51898,Lookers Leeds,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0196329,LEAF,,,,32865,,1,,29535,Tekna,Z11G,Pearl Black,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51863,Greenhous Shrewsbury,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0194115,LEAF,,,,32865,,1,,29535,Tekna,Z11G,Pearl Black,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51536,Glyn Hopkin Ltd,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0194104,LEAF,,,,32865,,1,,29535,Tekna,Z11G,Pearl Black,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51866,Glyn Hopkin Ltd,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0195880,LEAF,,,,32865,,1,,29535,Tekna,Z11G,Pearl Black,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51876,Glyn Hopkin Ltd,FSDARG9ZE16ED-LKJ-,Mayank
SJNFAAZE1U0188667,LEAF,,,,33580,,1,,29535,Tekna,XFUG,Two-tone: Ceramic Grey with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51889,Macklin Motors Glasgow Central,FSDARG9ZE16ED-LKJA,Mayank
SJNFAAZE1U0194186,LEAF,,,,33580,,1,,29535,Tekna,XFVG,Two-tone: Magnetic Blue with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51711,Platinum,FSDARG9ZE16ED-LKJA,Mayank
SJNFAAZE1U0202672,LEAF,,,,33580,,1,,29535,Tekna,XFVG,Two-tone: Magnetic Blue with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51004,Barnard & Brough-HaywardsHeath,FSDARG9ZE16ED-LKJA,Mayank
SJNFAAZE1U0189756,LEAF,,,,33660,,1,,29535,Tekna,KADG,Gun Metallic,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51914,Bristol Street Motors,FSDARG9ZE16ED-LLJ-,Mayank
SJNFAAZE1U0189745,LEAF,,,,33660,,1,,29535,Tekna,KADG,Gun Metallic,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51793,S.G. Petch,FSDARG9ZE16ED-LLJ-,Mayank
SJNFAAZE1U0190060,LEAF,,,,33660,,1,,29535,Tekna,KADG,Gun Metallic,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51315,Ancaster,FSDARG9ZE16ED-LLJ-,Mayank
SJNFAAZE1U0193306,LEAF,,,,33660,,1,,29535,Tekna,KADG,Gun Metallic,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51959,West Way Oldham,FSDARG9ZE16ED-LLJ-,Mayank
SJNFAAZE1U0193675,LEAF,,,,33660,,1,,29535,Tekna,KADG,Gun Metallic,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51096,Wilsons Autos & Coachworks Ltd,FSDARG9ZE16ED-LLJ-,Mayank
SJNFAAZE1U0189701,LEAF,,,,33830,,1,,29535,Tekna,QABG,Storm White,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51802,Western,FSDARG9ZE16ED-LLJ-,Mayank
SJNFAAZE1U0189941,LEAF,,,,34180,,1,,29535,Tekna,XDFG,Two-tone: Storm White body with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51849,Bristol Street Motors Bradford,FSDARG9ZE16ED-LLJ-,Mayank
SJNFAAZE1U0190170,LEAF,,,,34180,,1,,29535,Tekna,XFVG,Two-tone: Magnetic Blue with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51778,Lookers Nissan Chester,FSDARG9ZE16ED-LLJ-,Mayank
SJNFAAZE1U0190226,LEAF,,,,33660,,1,,29535,Tekna,Z11G,Pearl Black,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51968,Hendy Crawley,FSDARG9ZE16ED-LLJ-,Mayank
SJNFAAZE1U0190232,LEAF,,,,33660,,1,,29535,Tekna,Z11G,Pearl Black,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51889,Macklin Motors Glasgow Central,FSDARG9ZE16ED-LLJ-,Mayank
SJNFAAZE1U0190234,LEAF,,,,33660,,1,,29535,Tekna,Z11G,Pearl Black,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51856,Ancaster Eltham,FSDARG9ZE16ED-LLJ-,Mayank
SJNFAAZE1U0190239,LEAF,,,,33660,,1,,29535,Tekna,Z11G,Pearl Black,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51895,Ancaster Slough,FSDARG9ZE16ED-LLJ-,Mayank
SJNFAAZE1U0205094,LEAF,,,,33660,,1,,29535,Tekna,Z11G,Pearl Black,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51912,Yeomans,FSDARG9ZE16ED-LLJ-,Mayank
SJNFAAZE1U0189358,LEAF,,,,33780,,1,,29535,Tekna,XFVG,Two-tone: Magnetic Blue with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569G41,Battery 39kWh AT 2WD Tekna,51848,Bristol Street Motors Ilkeston,FSDARG9ZE16ED-L-J-,Mayank
SJNFAAZE1U0201468,LEAF,,,,29885,,1,,29535,Shiro,XDFG,Two-tone: Storm White body with Pearl Black roof and door mirrors,Electric,Automatic,2WD,,,E5X569S40,Battery 39kWh AT 2WD Shiro,51095,West End Motors (Bodmin) Ltd,FSDARE9ZE16ED-JFJ-,Mayank
